Code,Actual,Predicted,Error,NegativeError,SquaredNError
GUNA,68.0,42.635841395777895,25.364158604222105,0.0,0.0
GOLF,51.0,40.74542779593324,10.254572204066761,0.0,0.0
LABS,80.3921568627451,62.86823519444258,17.523921668302513,0.0,0.0
ISEA,40.0,34.89057706119033,5.109422938809672,0.0,0.0
PART,28.57142857142857,51.59136607418849,-23.019937502759923,23.019937502759923,529.9175226309727
BLES,67.21311475409836,44.19051535878553,23.022599395312824,0.0,0.0
SPRE,20.0,17.034234592340304,2.9657654076596955,0.0,0.0
BATR,19.090909090909093,38.82614797614731,-19.735238885238218,19.735238885238218,389.4796538574186
SOLA,54.54545454545454,56.13068844149214,-1.5852338960376002,1.5852338960376002,2.512966505146549
DATA,67.02127659574468,36.892802468858186,30.128474126886495,0.0,0.0
MHKI,68.75,41.34395430025643,27.406045699743572,0.0,0.0
ATLA,82.0,69.5314201953021,12.468579804697896,0.0,0.0
AREA,12.213740458015266,30.11658276795311,-17.902842309937842,17.902842309937842,320.51176277450054
VISI,44.16666666666666,33.872945811089664,10.293720855576993,0.0,0.0
LIVE,22.2972972972973,41.172112083894554,-18.874814786597256,18.874814786597256,356.2586332283504
BAIK,-31.654676258992804,39.99580694710953,-71.65048320610234,71.65048320610234,5133.791743667953
HYGN,15.862068965517242,26.985380635624193,-11.12331167010695,11.12331167010695,123.72806251033748
MKAP,80.8695652173913,66.25953934409398,14.610025873297317,0.0,0.0
MEJA,19.41747572815534,10.302980508882957,9.114495219272381,0.0,0.0
ALII,55.88235294117647,32.14454962975655,23.737803311419924,0.0,0.0
MPIX,55.223880597014926,39.18534022115097,16.038540375863953,0.0,0.0
TOSK,14.4,39.938418063920466,-25.538418063920467,25.538418063920467,652.2107972075793
UNTD,-3.333333333333333,23.07762385844201,-26.410957191775342,26.410957191775342,697.5386597857897
SMGA,61.90476190476191,54.31964309116688,7.585118813595031,0.0,0.0
GRPH,27.184466019417474,38.7431441576039,-11.558678138186426,11.558678138186426,133.60304030218884
MSJA,44.0,38.814617172344434,5.185382827655566,0.0,0.0
NICE,44.97716894977169,34.745945460475866,10.231223489295822,0.0,0.0
ACRO,76.85185185185185,55.043271611619396,21.808580240232452,0.0,0.0
SMLE,68.0,41.944110550241106,26.055889449758894,0.0,0.0
CGAS,50.88757396449704,15.603851828655474,35.283722135841565,0.0,0.0
MANG,-12.0,3.519694941332978,-15.519694941332979,15.519694941332979,240.86093107203646
ASLI,-12.0,44.98198377871436,-56.98198377871436,56.98198377871436,3246.9464753576663
SURI,7.0588235294117645,33.384389948948794,-26.32556641953703,26.32556641953703,693.0354473094557
AYAM,82.0,68.70364077670243,13.296359223297571,0.0,0.0
MSTI,8.118081180811808,25.019541590279783,-16.901460409467973,16.901460409467973,285.6593639728133
IKPM,12.727272727272728,25.72065324273176,-12.993380515459032,12.993380515459032,168.82793721951043
RGAS,4.166666666666666,24.691274976507938,-20.52460830984127,20.52460830984127,421.2595462724053
UDNG,21.0,8.83078848167142,12.16921151832858,0.0,0.0
LOPI,-19.0,-11.159716239786956,-7.840283760213044,7.840283760213044,61.47004944066039
PTPS,-34.84848484848485,8.668420592900729,-43.51690544138558,43.51690544138558,1893.721059194494
KOKA,35.9375,41.25249435018441,-5.3149943501844135,5.3149943501844135,28.249164942492236
BREN,55.76923076923077,34.40070686070551,21.368523908525255,0.0,0.0
IOTF,57.99999999999999,52.05775187755843,5.942248122441562,0.0,0.0
