Code,Actual,Predicted,Error,AbsoluteError,SquaredError
GUNA,34.66666666666667,33.96283,0.7038370768229214,0.7038370768229214,0.495386630710635
GOLF,35.0,32.09377,2.906230926513672,2.906230926513672,8.446178198224516
LABS,34.31372549019608,35.020443,-0.7067174724504071,0.7067174724504071,0.49944958586669186
ISEA,24.8,24.979044,-0.17904396057128835,0.17904396057128835,0.03205673981705306
PART,34.285714285714285,34.669983,-0.3842686244419653,0.3842686244419653,0.14766237573052018
BLES,34.42622950819672,32.78165,1.644578964983829,1.644578964983829,2.704639972067282
SPRE,9.6,9.437642,0.1623579025268551,0.1623579025268551,0.026360088512919787
BATR,34.54545454545455,35.08085,-0.5353941483931095,0.5353941483931095,0.28664689413358296
SOLA,34.54545454545455,35.148926,-0.6034712357954533,0.6034712357954533,0.3641775324324915
DATA,34.04255319148936,31.430752,2.6118013909522517,2.6118013909522517,6.821506505780117
MHKI,35.0,33.304333,1.6956672668457031,1.6956672668457031,2.875287479851977
ATLA,35.0,35.079365,-0.07936477661132812,0.07936477661132812,0.006298767766566016
AREA,30.53435114503817,32.78789,-2.253540242901284,2.253540242901284,5.078443626375578
VISI,35.0,33.861546,1.1384544372558594,1.1384544372558594,1.2960785057075555
LIVE,34.45945945945946,34.528816,-0.0693567636850716,0.0693567636850716,0.004810360668866866
BAIK,24.46043165467626,25.569786,-1.109354417101084,1.109354417101084,1.230667222741686
HYGN,34.48275862068966,33.770527,0.7122317347033302,0.7122317347033302,0.5072740439185149
MKAP,34.78260869565217,34.327427,0.45518178525178143,0.45518178525178143,0.20719045762499888
MEJA,9.70873786407767,1.3737153,8.335022582591158,8.335022582591158,69.47260145230457
ALII,25.0,23.48914,1.5108604431152344,1.5108604431152344,2.2826992785703624
MPIX,24.62686567164179,25.06002,-0.43315477513555223,0.43315477513555223,0.18762305922273081
TOSK,34.4,32.59581,1.804190063476561,1.804190063476561,3.2551017851475574
UNTD,16.666666666666664,17.214857,-0.5481904347737654,0.5481904347737654,0.30051275277744993
SMGA,34.285714285714285,34.43256,-0.14684568132673093,0.14684568132673093,0.021563654124311812
GRPH,30.097087378640776,32.355408,-2.2583203362029742,2.2583203362029742,5.100010740907915
MSJA,24.0,24.464293,-0.4642925262451172,0.4642925262451172,0.21556754992707283
NICE,24.42922374429224,23.600927,0.8282963913869672,0.8282963913869672,0.686074911984672
ACRO,34.25925925925926,34.028442,0.23081687644675952,0.23081687644675952,0.05327643045263865
SMLE,34.85714285714286,34.706966,0.15017645699637683,0.15017645699637683,0.02255296823598462
CGAS,24.85207100591716,24.08823,0.7638408728605199,0.7638408728605199,0.583452879052321
MANG,10.0,-3.7852542,13.78525424003601,13.78525424003601,190.0332344624308
ASLI,33.0,33.557373,-0.557373046875,0.557373046875,0.31066471338272095
