Code,Actual,Predicted,Error,AbsoluteError,SquaredError
GUNA,109.33333333333331,22.126136363636363,87.20719696969695,87.20719696969695,7605.095203311521
GOLF,38.0,22.126136363636363,15.873863636363637,15.873863636363637,251.9795467458678
LABS,123.52941176470588,22.126135884131834,101.40327588057406,101.40327588057406,10282.624359311812
ISEA,52.0,22.126136363636363,29.873863636363637,29.873863636363637,892.4477285640496
PART,19.047619047619047,20.126136363636363,-1.0785173160173152,1.0785173160173152,1.1631996009491932
BLES,73.77049180327869,22.126136363636363,51.644355439642325,51.644355439642325,2667.139448776114
SPRE,21.6,21.500102095170455,0.09989790482954675,0.09989790482954675,0.00997959138933318
BATR,8.181818181818182,20.126136363636363,-11.944318181818181,11.944318181818181,142.66673682851237
SOLA,73.63636363636363,22.126136363636363,51.51022727272726,51.51022727272726,2653.3035136880158
DATA,107.4468085106383,21.126136363636363,86.32067214700194,86.32067214700194,7451.258439910197
MHKI,110.0,22.126136363636363,87.87386363636364,87.87386363636364,7721.815910382232
ATLA,144.0,22.126136363636363,121.87386363636364,121.87386363636364,14853.238637654958
AREA,-13.740458015267176,20.126136363636363,-33.86659437890354,33.86659437890354,1146.946214825181
VISI,13.333333333333334,20.126136363636363,-6.792803030303029,6.792803030303029,46.14217300849401
LIVE,16.89189189189189,20.126136363636363,-3.2342444717444714,3.2342444717444714,10.460337303009675
BAIK,-42.44604316546763,21.126136363636363,-63.57217952910399,63.57217952910399,4041.4220100806288
HYGN,7.586206896551724,21.126136363636363,-13.539929467084638,13.539929467084638,183.3296899736269
MKAP,115.65217391304348,22.126136363636363,93.52603754940712,93.52603754940712,8747.11969969311
MEJA,4.854368932038835,21.126136363636363,-16.271767431597528,16.271767431597528,264.77041534799804
ALII,61.76470588235294,21.126136363636363,40.63856951871658,40.63856951871658,1651.4933325275604
MPIX,14.17910447761194,20.126136363636363,-5.947031886024423,5.947031886024423,35.3671882533912
TOSK,-6.4,20.126136363636363,-26.52613636363636,26.52613636363636,703.6359103822313
UNTD,-12.5,20.126136363636363,-32.62613636363636,32.62613636363636,1064.4647740185949
SMGA,22.857142857142858,22.126136363636363,0.731006493506495,0.731006493506495,0.5343704935486614
GRPH,12.62135922330097,21.126136363636363,-8.504777140335392,8.504777140335392,72.33123420677144
MSJA,70.0,22.126136363636363,47.87386363636364,47.87386363636364,2291.906819473141
NICE,68.94977168949772,22.126136363636363,46.82363532586136,46.82363532586136,2192.452825129252
ACRO,13.88888888888889,20.126136363636363,-6.237247474747473,6.237247474747473,38.90325606124373
SMLE,73.71428571428571,22.126136363636363,51.588149350649346,51.588149350649346,2661.3371534249027
CGAS,56.80473372781065,21.126136363636363,35.67859736417429,35.67859736417429,1272.9623098748643
MANG,-19.0,21.126136363636363,-40.12613636363636,40.12613636363636,1610.1068194731404
ASLI,-36.0,20.16035448194803,-56.16035448194803,56.16035448194803,3153.9854155380604
SURI,2.941176470588235,20.126136363636363,-17.184959893048127,17.184959893048127,295.3228465256727
AYAM,15.0,20.126136363636363,-5.126136363636363,5.126136363636363,26.27727401859503
MSTI,5.535055350553505,20.126136363636363,-14.591081013082857,14.591081013082857,212.89964513034704
IKPM,6.666666666666667,20.126136363636363,-13.459469696969695,13.459469696969695,181.15732452364549
RGAS,-12.5,20.126136363636363,-32.62613636363636,32.62613636363636,1064.4647740185949
UDNG,8.0,20.126136363636363,-12.126136363636363,12.126136363636363,147.0431831095041
LOPI,-25.0,20.126136363636363,-45.12613636363636,45.12613636363636,2036.3681831095041
PTPS,-39.8989898989899,20.126136363636363,-60.025126262626266,60.025126262626266,3603.0157828442257
KOKA,21.09375,21.126136363636363,-0.0323863636363626,0.0323863636363626,0.00104887654958671
BREN,94.23076923076924,22.126136363636363,72.10463286713288,72.10463286713288,5199.078080904019
