Model,BestParams,MAE,MSE,RMSE,R²
LinearRegression,{},24.188881617998234,831.7019551088447,28.839243317203117,0.21884821902786444
Ridge,{'alpha': 10},24.36280306802533,839.9779055456473,28.98237232432237,0.21107527418478123
Lasso,{'alpha': 1},24.558158963529422,849.4619414757652,29.145530385905918,0.20216767031045135
DecisionTree,{'max_depth': 3},29.80193380161872,1286.154632972962,35.862998103518365,-0.20798319155196654
RandomForest,"{'max_depth': 10, 'n_estimators': 50}",25.7152930562531,977.6376531919118,31.26719771888603,0.08178237498992313
SVR,"{'C': 1, 'gamma': 'auto'}",26.157603997850806,1064.8370934535128,32.631841711026865,-0.00011715361129138735
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100}",26.086918583461323,972.2305236094364,31.180611341175407,0.08686086359675227
