Code,Actual,Predicted,Error,AbsoluteError,SquaredError
GUNA,68.0,31.107526496316517,36.89247350368348,36.89247350368348,1361.054601219988
GOLF,36.0,34.430093367134326,1.5699066328656741,1.5699066328656741,2.4646068359156383
LABS,80.3921568627451,30.602304181632107,49.78985268111299,49.78985268111299,2479.0294300069345
ISEA,28.000000000000004,20.48080639301285,7.519193606987155,7.519193606987155,56.53827249935651
PART,4.761904761904762,29.06122065276527,-24.29931589086051,24.29931589086051,590.4567527638261
BLES,67.21311475409836,34.359075145725136,32.85403960837322,32.85403960837322,1079.3879185885564
SPRE,20.0,13.058437918946616,6.941562081053384,6.941562081053384,48.18528412511819
BATR,1.818181818181818,26.238567053588056,-24.42038523540624,24.42038523540624,596.3552150456471
SOLA,31.818181818181817,30.70598869964168,1.1121931185401372,1.1121931185401372,1.2369735329280358
DATA,67.02127659574468,31.17286391839084,35.84841267735384,35.84841267735384,1285.1086914858636
MHKI,68.75,30.375822309938563,38.37417769006144,38.37417769006144,1472.577513388409
ATLA,82.0,28.817457047487842,53.18254295251216,53.18254295251216,2828.382874895801
AREA,-17.557251908396946,32.19041317007275,-49.747665078469694,49.747665078469694,2474.830180759593
VISI,4.166666666666666,30.348224986770568,-26.181558320103903,26.181558320103903,685.4739960690019
LIVE,10.81081081081081,29.55240187091617,-18.74159106010536,18.74159106010536,351.24723546422115
BAIK,-43.16546762589928,23.620686711744092,-66.78615433764338,66.78615433764338,4460.3904112115215
HYGN,-2.7586206896551726,31.10960565046628,-33.86822634012145,33.86822634012145,1147.0567554256966
MKAP,80.8695652173913,31.74078855388761,49.128776663503686,49.128776663503686,2413.6366964524245
MEJA,1.9417475728155336,7.7915235269254,-5.849775954109866,5.849775954109866,34.21987871328199
ALII,47.05882352941176,35.48605319810172,11.57277033131004,11.57277033131004,133.92901314124987
MPIX,-5.970149253731343,20.586443507520414,-26.556592761251757,26.556592761251757,705.2526190869692
TOSK,-9.6,17.391679945185174,-26.991679945185176,26.991679945185176,728.5507862633116
