Code,Actual,Predicted,Error,AbsoluteError,SquaredError
GUNA,109.33333333333331,48.433483,60.89985020955402,60.89985020955402,3708.7917555461163
GOLF,20.0,29.65721,-9.657209396362305,9.657209396362305,93.26169332518839
LABS,92.15686274509804,56.189247,35.96761561375038,35.96761561375038,1293.6693729385004
ISEA,52.0,16.239174,35.760826110839844,35.760826110839844,1278.8366841297247
PART,10.476190476190476,30.240896,-19.76470574878511,19.76470574878511,390.6435933360592
BLES,49.72677595628415,42.346523,7.380252671372041,7.380252671372041,54.46812949329415
SPRE,16.8,22.330286,-5.530286026000976,5.530286026000976,30.584063529381666
BATR,-11.818181818181818,-4.501793,-7.316388910466975,7.316388910466975,53.529546689204125
SOLA,70.9090909090909,57.48182,13.427271756258875,13.427271756258875,180.2916268164273
DATA,90.42553191489364,27.881954,62.543577721778405,62.543577721778405,3911.699114240136
MHKI,110.0,32.725384,77.27461624145508,77.27461624145508,5971.366315264153
ATLA,144.0,123.91387,20.08612823486328,20.08612823486328,403.4525474673719
AREA,-23.66412213740458,22.323172,-45.98729375300516,45.98729375300516,2114.8311867251878
VISI,-6.666666666666667,5.76966,-12.436326662699383,12.436326662699383,154.66222086136756
LIVE,8.783783783783784,41.544933,-32.761149535308014,32.761149535308014,1073.2929188748126
BAIK,-47.482014388489205,14.464135,-61.946149558472115,61.946149558472115,3837.325445120595
HYGN,7.586206896551724,11.44334,-3.8571334049619477,3.8571334049619477,14.877478103673349
MKAP,112.17391304347824,77.390976,34.7829370913298,34.7829370913298,1209.8527126994063
MEJA,0.0,4.4002404,-4.400240421295166,4.400240421295166,19.36211576519986
ALII,50.0,26.40624,23.593759536743164,23.593759536743164,556.665489077659
MPIX,-29.47761194029851,6.2660213,-35.743633191976976,35.743633191976976,1277.607313762598
TOSK,-22.4,26.645163,-49.04516258239746,49.04516258239746,2405.4279727338
UNTD,-26.25,13.989171,-40.23917102813721,40.23917102813721,1619.1908850316768
SMGA,10.476190476190476,38.714973,-28.238782973516557,28.238782973516557,797.4288638253686
GRPH,-2.912621359223301,7.344547,-10.257168154114659,10.257168154114659,105.20949854178392
