Model,BestParams,MAE,MSE,RMSE,R²
LinearRegression,{},40.949391676149475,2773.6850749839555,52.66578656949837,0.10479103966768477
Ridge,{'alpha': 10},40.99511832168593,2781.120229618019,52.736327418753945,0.10239133787388655
Lasso,{'alpha': 10},43.67741003153163,3103.945232447208,55.713061596426456,-0.001800676482201391
DecisionTree,{'max_depth': 3},41.64829077020673,2812.9187528087873,53.036956481389346,0.09212834041161155
RandomForest,"{'max_depth': 10, 'n_estimators': 100}",42.85613584197004,2880.2498575363197,53.66795931965664,0.07039717532557177
SVR,"{'C': 10, 'gamma': 'auto'}",37.925855658519126,3125.055301696362,55.90219406871579,-0.008613967333249928
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100}",43.2334805256709,3108.365142507077,55.75271421650319,-0.0032272058042011054
