Code,Actual,Predicted,Error,AbsoluteError,SquaredError
GUNA,116.0,21.290242165242166,94.70975783475784,94.70975783475784,8969.938229118474
GOLF,21.0,20.899784099002847,0.10021590099715283,0.10021590099715283,0.010043226812671138
LABS,88.23529411764706,21.290241685737637,66.94505243190942,66.94505243190942,4481.640045111101
ISEA,98.4,21.290242165242166,77.10975783475784,77.10975783475784,5945.914753334999
PART,22.857142857142858,21.290242165242166,1.5669006919006918,1.5669006919006918,2.4551777782788666
BLES,53.00546448087432,21.290242165242166,31.715222315632158,31.715222315632158,1005.855326529972
SPRE,40.8,21.290242165242166,19.50975783475783,19.50975783475783,380.6306507708946
BATR,-6.363636363636363,19.290242165242166,-25.65387852887853,25.65387852887853,658.1214835744548
SOLA,149.0909090909091,21.290242165242166,127.80066692566693,127.80066692566693,16333.010466645257
DATA,143.61702127659575,20.290242165242166,123.32677911135359,123.32677911135359,15209.4944459806
MHKI,211.25,21.290242165242166,189.95975783475782,189.95975783475782,36084.709596639834
ATLA,164.0,21.290242165242166,142.70975783475782,142.70975783475782,20366.07498125522
AREA,-4.580152671755725,19.290242165242166,-23.87039483699789,23.87039483699789,569.7957496741755
VISI,14.166666666666666,19.290242165242166,-5.1235754985755,5.1235754985755,26.25102588960318
LIVE,26.351351351351347,21.290242165242166,5.0611091861091815,5.0611091861091815,25.61482619371874
BAIK,-50.0,20.290242165242166,-70.29024216524216,70.29024216524216,4940.718143648387
HYGN,24.82758620689655,20.290242165242166,4.537344041654386,4.537344041654386,20.587490952336555
MKAP,131.30434782608694,21.290242165242166,110.01410566084478,110.01410566084478,12103.103444355518
MEJA,5.825242718446602,20.290242165242166,-14.464999446795563,14.464999446795563,209.23620899579595
ALII,52.20588235294118,20.290242165242166,31.915640187699015,31.915640187699015,1018.6080885906684
MPIX,-44.40298507462687,19.290242165242166,-63.69322723986903,63.69322723986903,4056.8271962295944
TOSK,-20.8,19.290242165242166,-40.09024216524217,40.09024216524217,1607.2275168677609
UNTD,-26.666666666666668,19.290242165242166,-45.956908831908834,45.956908831908834,2112.03746938438
SMGA,15.23809523809524,19.290242165242166,-4.052146927146925,4.052146927146925,16.419894719186267
GRPH,-3.883495145631068,20.290242165242166,-24.173737310873236,24.173737310873236,584.3695755751048
MSJA,29.33333333333333,21.290242165242166,8.043091168091163,8.043091168091163,64.69131553822606
NICE,27.85388127853881,21.290242165242166,6.563639113296645,6.563639113296645,43.08135840959757
ACRO,4.62962962962963,19.290242165242166,-14.660612535612536,14.660612535612536,214.93355991935942
SMLE,8.571428571428571,19.290242165242166,-10.718813593813595,10.718813593813595,114.89296485892311
CGAS,130.76923076923077,20.290242165242166,110.47898860398861,110.47898860398861,12205.606922960245
