Model,BestParams,MAE,MSE,RMSE,R²
LinearRegression,{},6.109850515480555,66.10438247481429,8.130460163780048,0.5806646763934895
Ridge,{'alpha': 0.1},6.110693894248706,66.11750550378342,8.131267152405178,0.5805814300277654
Lasso,{'alpha': 0.1},6.133206799508616,66.49475934697426,8.154431883765678,0.5781883078701457
DecisionTree,{'max_depth': 3},6.71138517499613,101.61994373580507,10.080671789905923,0.3553705458550397
RandomForest,"{'max_depth': 5, 'n_estimators': 50}",5.876854618395898,71.31644471363342,8.444906436049687,0.5476017882195443
SVR,"{'C': 1, 'gamma': 'scale'}",11.871852301512142,231.4635749070006,15.213927004787443,-0.46829679747370734
XGBRegressor,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50}",5.309670667733932,79.93046757540147,8.940384084333372,0.4929584509843825
