Model,BestParams,MANE,MSNE,RMSNE,R²
LinearRegression,{},14.660764933942403,467.4114603258432,21.61970074552012,0.5609974313063434
Ridge,{'alpha': 10},14.778540761533277,469.3902300289193,21.665415528646555,0.5591389296301157
Lasso,{'alpha': 1},14.886645167296608,469.19495054339677,21.660908349914525,0.559322340185984
DecisionTree,{'max_depth': 3},17.536890727880355,763.0376290581594,27.623135757153992,0.2833391827129561
RandomForest,"{'max_depth': 3, 'n_estimators': 100}",14.860138646745614,494.83223383615393,22.244824877623874,0.5352432702975363
SVR,"{'C': 10, 'gamma': 'auto'}",12.735164062749982,373.2291612065744,19.319139763627533,0.649455406234921
XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50}",16.257718090089732,535.1822578971328,23.13400652496521,0.4973456881602222
