Code,Actual,Predicted,Error,NegativeError,SquaredNError
GUNA,109.33333333333331,25.26666240001829,84.06667093331502,0.0,0.0
GOLF,20.0,19.90004771358037,0.09995228641962939,0.0,0.0
LABS,92.15686274509804,25.266663662719004,66.89019908237904,0.0,0.0
ISEA,52.0,25.26666240001829,26.73333759998171,0.0,0.0
PART,10.476190476190476,10.576247907553018,-0.10005743136254175,0.10005743136254175,0.010011489570869753
BLES,49.72677595628415,25.26666240001829,24.46011355626586,0.0,0.0
SPRE,16.8,16.699955832787836,0.10004416721216458,0.0,0.0
BATR,-11.818181818181818,5.2666624000182924,-17.08484421820011,17.08484421820011,291.89190196016574
SOLA,70.9090909090909,25.26666240001829,45.642428509072616,0.0,0.0
DATA,90.42553191489364,15.266662400018292,75.15886951487535,0.0,0.0
MHKI,110.0,25.26666240001829,84.73333759998171,0.0,0.0
ATLA,144.0,25.26666240001829,118.73333759998171,0.0,0.0
AREA,-23.66412213740458,5.2666624000182924,-28.930784537422873,28.930784537422873,836.9902939507864
VISI,-6.666666666666667,5.2666624000182924,-11.933329066684959,11.933329066684959,142.40434261378812
LIVE,8.783783783783784,8.883721450658424,-0.09993766687463967,0.09993766687463967,0.009987537260346452
BAIK,-47.482014388489205,15.266662400018292,-62.748676788507495,62.748676788507495,3937.3964387085794
HYGN,7.586206896551724,15.266662400018292,-7.680455503466568,7.680455503466568,58.989396740729894
MKAP,112.17391304347824,25.26666240001829,86.90725064345995,0.0,0.0
MEJA,0.0,15.266662400018292,-15.266662400018292,15.266662400018292,233.0709808361323
ALII,50.0,15.266662400018292,34.73333759998171,0.0,0.0
MPIX,-29.47761194029851,5.2666624000182924,-34.7442743403168,34.7442743403168,1207.1645994351964
TOSK,-22.4,5.2666624000182924,-27.66666240001829,27.66666240001829,765.4442083565858
UNTD,-26.25,5.2666624000182924,-31.51666240001829,31.51666240001829,993.3000088367266
SMGA,10.476190476190476,10.576247907553018,-0.10005743136254175,0.10005743136254175,0.010011489570869753
GRPH,-2.912621359223301,15.266662400018292,-18.179283759241592,18.179283759241592,330.48635799902513
